Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/23/2022 16:00,Very Satisfied,71842964_2022_04_j,,,,,,,,,Fast efficient service,"I did like the old form better that shows the contents of the box, but the current form it OK",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828238807_6227
12/23/2022 15:59,Satisfied,71887520_2022_08_1,,,,,,,,The prices have gone up so much that I have fewer students ordering than in the past.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828405675_16821
12/23/2022 15:57,Very Dissatisfied,71772228_2022_04_x,,,,,,,,Quicker shipping. We were on break by the time the order finally came.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828314670_11568
12/23/2022 15:55,Very Satisfied,71848248_2022_04_k,,,,,,,,,I ordered a set of books for student Christmas gifts on Dec. 5th. I knew it was a long shot getting them here before our last day of school on Dec. 16th. My box came in three days!!!!! I was ecstatic. And I didn't opt for expedited delivery either. Thank you for making my class Christmas gift happen!,Expedited delivery (which I did not choose on my order) was VERY much appreciated!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828399232_16760
12/23/2022 15:55,Very Satisfied,71783098_2022_04_k,,,,,,,,,"Even in a remote village in Alaska, our books come in a relatively short time.","Not getting our shipment in 10 days isn't your fault, it's where we live. You guys are great! In fact, this last shipment was totally just me adding to our classroom library.",No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828516146_24064
12/23/2022 15:53,Very Satisfied,71827354_2022_04_k,,,,,,,,,easy ordering and fast shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272448_8755
12/23/2022 15:53,Very Dissatisfied,71851690_2022_04_k,,,,,,,,I still haven't received my books.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828366164_14469
12/23/2022 15:52,Satisfied,71888239_2022_04_m,,,,,,,,,,"This is not something on the Scholastic end, but on the UPS end, and I know it is the holidays, but my delivery was delayed 4 days. It was set to arrive Monday and each day was pushed back until Thursday evening. Which made getting gifts to students difficult but I did manage.",No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828451643_19947
12/23/2022 15:52,Somewhat Dissatisfied,71822403_2022_04_y,,My items are damaged.,,Damaged Items,,,,Not park so much in one box. The box broke and books were ripped.,,,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193721_2940
12/23/2022 15:50,Very Dissatisfied,71879024_2022_03_n,,,,,,,,Have my order be delivered so I could give them to my children before Christmas break is now the 23rd and I have still not received my books,,UPS kept saying that my books would be arriving that day starting on the 16th. It said they were coming in every single day it said the same thing.,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828359907_14153
12/23/2022 15:49,Very Satisfied,71863723_2022_04_j,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,The customer service!,,Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828256022_7303
12/23/2022 15:49,Satisfied,71831390_2022_08_1,,,,,,,,,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828357694_13961
12/23/2022 15:49,Somewhat Dissatisfied,71887855_2022_03_i,,,,,,,,"I ordered  books as gifts for my class on Dec. 8th because your company said it would arrive in 7-10 days.  It's now Dec. 23rd, our last day of school, and the box still has not arrived.  I know you shipped it out on time to get here, but it's been stuck in Redding, CA for the last week and the tracking info tells me it will arrive at the end of each day this week by 9pm.  However, it still has not arrived.  Disappointing for me and especially my students.",,"I've always had great luck with Scholastic over the years.  However, this year I had a late order because your network apparently won't work with the Chrome browser, which I've been using the last 3 years with no problems.  When your service tech instructed me to use Safari instead, there were online orders from a couple of my families I didn't see using my Chrome browser.  Therefore, those items were late because I couldn't finalize the order to get back to me on time.",No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828476581_21282
12/23/2022 15:48,Very Dissatisfied,71851013_2022_03_9,,,,,,,,I ordered my books in early December and they still weren’t delivered to my school as of December 20th.  These books were to be gifts for some students.  Very disappointed that delivery wasn’t promised.,,"I got a confirmation that the books were shipping, then nothing.",No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828224788_4970
12/23/2022 15:48,Very Satisfied,71848972_2022_04_y,,,,,,,,,Easy to order from the website. Order arrived promptly.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227777_5456
12/23/2022 15:48,Somewhat Dissatisfied,71825815_2022_03_n,,,,,,,,I ordered a month before I needed the books and still did not receive them.,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828500108_23052
12/23/2022 15:48,Very Satisfied,71880379_2022_04_k,,,,,,,,,Easy ordering through one of your representatives,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179533_1966
12/23/2022 15:47,Very Dissatisfied,71840623_2022_03_w,,,,,,,,Tell me why I didn’t get my package before Christmas break.,,Still haven’t gotten my Christmas presents for my students.   Thanks   Scholastic.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161340_958
12/23/2022 15:46,Very Satisfied,71826785_2022_04_k,,,,,,,,,timely delivery and availability of product,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279394_9060
12/23/2022 15:46,Somewhat Dissatisfied,71890370_2022_04_m,,,,,,,,"Long shipping time. This year has been much better than last , but this time it took over a week.The box was delivered 4 days later than the expected arrival date. Didn't have books to give my students for Christmas.",,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828345987_13072
12/23/2022 15:44,Very Satisfied,71830146_2022_04_y,,,,,,,,,Fast shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828437911_18678
12/23/2022 15:43,Somewhat Dissatisfied,71837557_2022_08_1,,,,,,,,Your website/email said it would be delivered Wednesday the 13th and it still was not delivered by Friday the 15 at 4:00.  That was the last day before our Winter break.,,Let your delivery time be your delivery time.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279267_9008
12/23/2022 15:43,Somewhat Dissatisfied,71851561_2022_04_j,,Have not received order,,,Haven't Received Package,,,Still have not received order and now on winter break as of today.,,,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828303938_10964
12/23/2022 15:43,Very Satisfied,71822139_2022_04_k,,,,,,,,,Order was quick,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828353167_13631
12/23/2022 15:41,Very Satisfied,71849073_2022_04_j,,,,,,,,,Good products and supreme customer service!,"Love, Love, Love All Scholastic products!!!",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828234971_5795
12/23/2022 15:41,Somewhat Dissatisfied,71845587_2022_04_j,,"I have not received a package.,My order was delivered late",,,Haven't Received Package,,,Not take over 3 weeks to receive my book order,,The tracking did not work,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193432_2643
12/23/2022 15:41,Somewhat Dissatisfied,71845587_2022_04_j,,"I have not received a package.,My order was delivered late",,,,Delivered Late,,Not take over 3 weeks to receive my book order,,The tracking did not work,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193432_2643
12/23/2022 15:39,Very Satisfied,71840395_2022_04_x,,,,,,,,,I placed my order on a Tuesday afternoon and it was delivered on Thursday. Very speedy!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193495_2671
12/23/2022 15:39,Very Satisfied,71822098_2022_03_l,,,,,,,,,,Paper flyers should automatically be sent out monthly. A lot of my students do not have access to computers at home.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828487366_22081
12/23/2022 15:38,Satisfied,71848791_2022_04_x,,,,,,,,"The shipping method, UPS innovations.  I still have not received 1 of 3 boxes.",,The costumer service representative was very kind and helpful when I called to check on my missing book box.,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828370954_14842
12/23/2022 15:35,Very Dissatisfied,71863729_2022_04_j,,,,,,,,Did not receive box of books ordered in time for gift giving to preschool students before the holiday break!,,Still waiting for the box to arrive!!!,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828222588_4844
12/23/2022 15:34,Satisfied,71704669_2022_04_t,,,,,,,,I updated my information and it showed as updated on my end but it did not show on your end. I had to call in to correct the problem. No one called me or anything to ask even though the account page said they would. I almost didn’t receive my order in time.,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828411701_17164
12/23/2022 15:34,Neutral,71869104_2022_04_k,,,,,,,,"You seemed to be ready this year for shipment better and faster which was great!  I was honestly surprised to hear it was shipping so early!  But then I would track the present and it said it would be delivered Wednesday 12/14 but then each day would change to the following day and it did not show up until Tuesday 12/20.  I know to expect delays this time of year, but I just didn’t understand why it said it would be there on the 14th when it hadn’t even made it to WA yet!  Thanks for having things ready to go on your end  a lot quicker this year",,,No,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828358078_14021
12/23/2022 15:32,Very Satisfied,71814980_2022_04_j,,,,,,,,,Easy online ordering and I received the order within a week,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828204510_3495
12/23/2022 15:32,Satisfied,71829768_2022_03_n,,,,,,,,No min for free shipping,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828334214_12573
12/23/2022 15:32,Very Satisfied,71883138_2022_03_g,,,,,,,,,The ease of the process.,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828238003_6056
12/23/2022 15:31,Satisfied,71896600_2022_04_j,,"My order was delivered late,My items are damaged.",,Damaged Items,,,,"The paperback books arrived bent and torn.  I realize this was likely to have occurred during shipping and not on your end, however, more careful packing would be appreciated.  It will be embarrassing to deliver these books to my student's parents.",,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828450049_19609
12/23/2022 15:31,Satisfied,71896600_2022_04_j,,"My order was delivered late,My items are damaged.",,,,Delivered Late,,"The paperback books arrived bent and torn.  I realize this was likely to have occurred during shipping and not on your end, however, more careful packing would be appreciated.  It will be embarrassing to deliver these books to my student's parents.",,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828450049_19609
12/23/2022 15:30,Very Dissatisfied,71842192_2022_04_j,,,,,,,,I never Received my order. They were expected by Dec 13 and were never received. A parent had placed an order and so did I. The students didn’t get their Christmas books and I had to go out and buy something. Extremely disappointed.,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162112_1365
12/23/2022 15:30,Neutral,71818477_2022_04_m,,,,,,,,Once my box is shipped it seems to sit in the post office in Springfield Ma for about a week before I get it.,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828488294_22242
